c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
969030,406618,706956,320565,141472,774830,562108,680236,589096,641266,660632,964744,0
334765,876885,909703,902824,366452,580487,665758,104044,127674,18588,615409,409600,0
699499,919725,291614,892482,468054,204625,759287,187044,180404,618772,94201,88463,0
961536,381144,410120,749664,174604,333151,918683,190244,99206,763432,396604,879179,0
870946,43492,463196,913970,922179,454777,296938,891159,970339,109613,107124,233891,0
615253,778087,117896,371455,93934,760570,352494,117248,149848,860064,401989,91870,0
11585,525410,294692,126857,374122,663095,46228,200120,82354,952028,893322,206389,0
729833,489878,941265,627951,113636,343309,463148,309132,72613,71874,871907,425600,0
171521,292858,592482,879758,204456,425271,273318,808993,882046,9748,596074,909430,0
88911,128136,610208,903312,815453,684735,836185,144286,358909,764895,32215,520876,0
595073,222896,943229,355125,840141,436771,587082,770605,591949,896439,927468,127205,0
901044,182786,907819,781424,680522,693845,548482,850751,177631,953284,691264,489806,0
334629,835393,711532,121211,273466,257359,437622,491444,657345,482257,32704,165097,0
302243,433130,333540,967902,620556,298081,429214,634410,16759,777518,908922,320318,0
626161,717826,971041,661231,739897,931836,733197,393434,986098,993674,62345,540437,0
1851,785249,185750,493271,34344,166873,859133,331897,717580,863707,197818,60526,0
749022,278784,624046,932240,941645,958580,552512,820592,877147,156354,368338,661329,0
698669,654424,202960,499491,869055,92859,389268,592079,702776,205492,901724,387812,0
809252,325440,326402,630939,602142,423145,630602,170059,835851,645730,305825,945210,0
850252,542404,590854,411559,942901,391249,538772,997214,32548,808030,249948,298282,0
516137,131302,13088,45263,174836,192247,423134,131249,909581,667599,355678,682653,0
487735,735275,274952,939966,659484,604413,306874,317435,862849,772594,945580,546734,0
266361,403962,676400,872538,370968,733494,597060,454433,779423,758240,144847,816368,0
974452,264000,373552,735688,874757,835030,424416,438227,451007,126612,465824,706462,0
424771,25626,215992,280807,321544,373195,874205,531349,755866,372392,498562,348601,0
937426,527366,79966,524981,355774,247545,39734,797760,282945,147000,375235,793353,0
375857,256812,669800,26097,877617,48085,685558,501945,289429,268520,837964,969018,0
221783,783573,267252,884520,837031,8479,838371,202153,942010,245877,362816,538322,0
113679,561594,599542,689131,651394,358891,60224,182545,516805,125169,189356,134711,0
393583,889341,258112,57443,411660,311201,328568,851618,992238,982662,629899,902739,0
416155,392034,596694,958650,232480,824384,852259,186463,544185,24449,986132,618333,0
343697,872257,438444,715917,902917,706835,424491,209160,914833,253196,875487,32328,0
651097,585346,996693,528561,286484,267091,619401,620428,216368,181024,573054,803016,0
486881,699206,251828,99917,158724,631805,672503,73794,834109,896469,893062,947901,0
351259,234500,514010,816216,560108,194623,886072,857845,443572,398734,441487,263409,0
803874,148944,535662,91839,813191,959528,301055,697350,794093,152585,488886,480372,0
525817,157190,175740,213913,322838,347033,474089,541730,295686,403025,817593,66355,0
386563,144298,983139,891720,487078,496389,901476,240006,432892,518915,145027,64644,0
342261,856537,475770,865962,630230,889206,889884,173684,264778,42407,317471,874372,0
646109,344654,728302,163995,172786,163889,578679,169624,227521,401808,393178,497624,0
413681,903697,665932,70881,265500,520787,396981,634770,462537,501074,733999,62635,0
124923,18608,182024,862264,71854,296489,171923,45570,915924,631976,256587,254748,0
420583,664132,543200,894308,884823,543117,983692,979037,601363,848425,816888,32247,0
977042,596304,869235,815214,304240,966362,227593,155516,7723,578577,435240,477312,0
983720,173970,805307,702465,144012,681531,405443,934535,492991,808260,593232,774364,0
885518,783403,766345,117627,917505,719987,811288,447246,923192,217721,782108,603842,0
918234,334706,48790,615975,426816,669241,980802,347616,485769,145395,105269,96845,0
162989,324018,317212,822504,454426,960666,734036,83063,585444,740807,938145,337236,0
854554,210582,162328,82099,264236,924220,427131,601481,113758,651336,751227,331761,0
150375,536910,98396,857382,284790,920268,165235,206443,127948,165214,978578,807943,0
389245,791559,857891,566627,844703,473723,399893,324535,958993,79610,520681,545819,0
41545,305036,321034,204327,986093,937178,205593,499339,165686,673987,179144,749303,0
462257,308364,60102,899270,777295,778090,694287,372303,38332,140279,890969,69791,0
538969,282366,276510,369367,931557,832362,353591,798182,611432,594073,651549,805563,0
580911,618526,119994,910138,192756,977104,748612,81185,934307,951320,527653,145629,0
570465,751955,820551,54715,1430,604827,812802,642253,390097,535102,225406,586414,0
253567,411918,213952,457687,898819,756294,710913,804474,527137,336324,455044,369753,0
8927,737481,386352,785928,401664,761584,691529,329327,656433,147968,380809,890809,0
657687,902133,668730,685629,346444,11117,767724,631509,554257,787291,243857,625153,0
11145,24540,818465,623497,33342,925064,406969,367929,899340,993638,202958,675972,0
698803,94662,139274,314723,158424,911142,487809,881490,51883,420909,782633,808506,0
333481,880729,822937,639865,175478,929922,701131,191331,766452,920020,238241,754725,0
365623,722140,529236,126951,106608,730747,332261,488413,18185,139519,724715,890706,0
668985,627756,494504,119289,357793,996067,404404,435226,721174,373998,459928,191064,0
515073,664804,949403,254831,676719,743033,391610,896675,659584,621558,320084,697143,0
43307,60058,965773,311443,140899,574322,813471,18522,902079,976507,965514,817649,0
239979,113562,106370,124903,812388,992335,414144,586370,227646,928135,751874,497763,0
921028,562174,778927,591579,215995,355736,927833,963337,653586,163513,636200,933345,0
469807,337220,580944,814892,397875,863913,429736,383864,975051,952958,528804,712461,0
202953,926731,125708,935382,856842,801421,709684,38038,464578,721527,1445,981781,0
337527,367326,731673,965364,403963,990205,473064,7590,879129,20581,876756,938964,0
304999,998435,62912,412035,113693,42012,637756,922409,178299,945183,282466,661312,0
340069,623454,839709,409733,723121,989801,657522,200320,693227,387038,149266,608313,0
964462,863119,465988,215869,195991,123768,187570,893029,23285,145308,186603,83112,0
317519,764809,891275,403111,877784,688788,537172,476688,579967,157684,618741,656645,0
878024,839561,630366,993642,105931,593618,252574,321580,466849,48433,1784,396730,0
581421,999285,651668,780260,125901,689400,549674,232370,836250,173323,30506,317751,0
205561,938907,880917,139045,753600,406952,246536,485086,978986,869044,390079,877093,0
229149,30194,608354,175247,549773,112276,77612,427078,135409,774812,918694,668133,0
666479,786419,331638,407203,926420,692946,957631,699475,264910,404582,751987,748647,0
180157,615718,752939,645507,780124,218252,804613,591641,237892,573352,245884,351667,0
883644,944737,164506,817796,839314,627190,770809,676069,620060,684468,122091,270846,0
743538,330374,924029,523369,18491,722162,182974,70639,169554,868989,467679,713665,0
78125,451996,233092,736370,7819,453262,262184,183207,792173,390037,914179,111936,0
7447,310354,957217,355967,195985,548114,443874,962614,456794,256911,212476,704263,0
284455,242166,405782,586695,257053,731707,954649,299877,639080,79449,988968,161158,0
370595,708982,381590,293359,480277,954993,388736,261909,941197,998406,718779,411967,0
975104,353656,332194,523585,592875,903951,753593,988906,252077,836561,301260,257944,0
612285,197412,827937,538599,299679,499654,567456,141667,435509,303660,857805,978354,0
621631,747601,355222,581235,650825,34104,410958,50139,104981,361188,328617,226398,0
38353,633540,914419,629767,526955,257134,608220,224205,791088,821829,503863,673611,0
116471,746321,705474,518631,822558,369306,26966,813888,212065,40129,327894,494488,0
932994,406682,869255,37801,267985,306020,519018,263961,567081,666289,28774,293955,0
105339,158720,150510,355087,17467,803115,655666,574557,127407,622059,109015,250838,0
805362,339760,282708,727997,105299,962401,298304,586365,851790,946856,404129,236619,0
697253,720570,995305,579053,632913,364000,514231,584362,122020,93938,853655,913891,0
724785,456788,172604,519907,144001,456458,148403,659712,756259,356444,92148,321223,0
430665,558214,117352,243177,546635,760369,613637,572034,310460,73338,706747,469728,0
656513,277422,453744,206363,619029,478916,622913,190002,666820,437204,673855,100795,0
835640,404648,661050,982070,866708,299100,158209,424086,802925,243015,94144,947853,0
242017,349488,456576,669439,468313,156058,156579,129202,169148,455077,50800,158689,0
130973,257992,14056,203523,242211,549786,199103,666626,277916,165511,587445,323290,0
980358,686930,828849,865606,845810,681580,743448,443566,114354,883644,182709,822138,0
902112,885499,594778,996296,54975,701750,507313,468994,995298,697600,873481,485928,0
540529,584098,930405,727855,474507,620706,717141,824907,386673,168078,461992,903162,0
344981,398352,907195,901622,184585,745611,29531,598672,655123,354848,315215,881793,0
391409,53980,758097,930180,210197,732317,818774,226046,969608,543188,169065,820512,0
826990,727784,79186,948950,559077,885393,663917,22998,186565,813366,590146,237070,0
666299,496572,59892,384323,405233,1988,110983,277032,946474,108325,509442,927732,0
424943,839133,294552,155777,398815,800923,46701,358000,390801,806704,81239,134072,0
253805,265786,195816,64375,685999,815593,147397,429630,660619,245157,750364,885824,0
129189,297356,709880,753346,193445,331334,201591,203267,665120,203356,163186,842915,0
755764,142224,920791,817302,530587,57110,78663,904312,506628,596316,390712,636175,0
606345,248066,357458,836668,461191,749961,735190,832110,635190,700716,167423,75690,0
882636,298642,849889,939134,45849,708834,737606,405531,530944,562002,355143,21395,0
673413,808047,550676,255609,913622,494902,991520,815008,364830,892876,546386,763927,0
239133,602382,434680,614729,405631,763967,61961,483061,90246,607417,476504,390943,0
264461,657110,747219,266575,28595,92970,530591,955116,501132,81911,793444,672858,0
585819,318970,233970,147625,266781,35682,695581,742346,589312,966196,461085,889844,0
644623,613368,514966,20373,891362,412754,42563,35397,45839,869103,643698,148050,0
80541,157524,273516,722781,784268,413986,840894,166529,91403,305030,126798,887732,0
292207,523732,541158,352865,634509,15702,868068,13425,80999,259830,866836,943345,0
615797,419656,966903,922160,619839,748501,584157,327975,111109,507440,408011,243427,0
516451,965769,164062,973776,82245,699346,910120,661803,125623,258863,20756,41914,0
88059,78904,997775,974854,594835,622918,275573,740854,24467,540893,770405,715237,0
412677,251142,898663,393313,847322,295336,52349,521759,249355,406545,962436,530252,0
127877,949653,705094,639275,197443,293628,348859,866782,305023,746784,374173,625657,0
174097,979671,429846,538487,16315,162703,375828,519466,545856,216680,956117,814127,0
682689,374172,251144,290667,342491,689177,641688,418026,586804,981077,902435,966748,0
955662,70278,739317,691479,716169,168173,380184,878449,939469,317264,872410,867399,0
409107,604158,534782,743546,547275,610945,107210,78936,459470,738683,381471,729589,0
676733,576238,358446,372371,444753,121007,164748,782031,27516,18839,898811,158590,0
610595,876051,300444,543525,684075,898588,439206,368226,676230,424247,385196,710993,0
928788,914029,592670,990920,113083,466709,886063,131426,571686,392183,960838,46374,0
945334,209574,514846,473431,368211,652847,383668,594796,980923,43693,478707,421287,0
821062,546804,618758,902744,949004,873872,856159,354822,431519,824187,398990,581312,0
116457,241278,428698,663039,821096,482899,802447,820803,35619,513988,954073,303893,0
228239,452854,727498,998510,895686,157135,233952,425068,28793,670610,688381,843441,0
48249,210128,491506,752908,77003,731494,155418,527316,791308,999319,4915,341657,0
184951,13480,746971,438585,122743,424007,707484,362968,705857,249725,444538,271428,0
936880,522634,466402,123341,899680,953864,783535,611392,898230,424161,558980,44199,0
955344,228752,549606,558089,139897,754982,790659,887697,323623,939916,186083,979735,0
203003,186666,880793,332571,654591,632313,156348,541884,432955,394521,245511,897278,0
337893,146802,286976,202069,385245,517947,15536,739280,29004,287194,257424,182906,0
865944,472714,359834,475807,558885,779306,974473,495061,616120,137228,913455,574567,0
839396,45168,126504,94651,180853,548911,332194,316743,444308,63576,472641,901897,0
320599,558406,781627,526759,324827,152043,33184,917740,128170,561734,899374,851664,0
852148,117944,678590,207423,754190,237423,949053,89113,373668,62909,936661,46424,0
683213,513718,681828,372473,916416,311385,975181,953652,329662,639323,490652,903808,0
983944,486802,929341,345511,95661,825846,694768,552883,309302,36041,497091,680854,0
487227,164472,586122,923684,390219,783442,378698,980174,276342,449635,993760,786380,0
442739,142528,706144,353531,971704,770826,631836,987996,782586,188254,326942,534664,0
864234,831537,595698,97811,387285,253355,515628,946422,409585,418110,244014,597215,0
6351,396012,358982,560475,932298,669053,126248,113009,893778,967267,118823,18448,0
426113,300952,783479,764494,606713,84833,310102,694855,297815,36148,129583,509793,0
741590,658854,230328,345485,813478,96881,152600,238999,673455,442701,422822,648212,0
672171,384512,663140,584843,608855,710005,668074,937902,730361,627147,781633,925720,0
235125,698424,598350,847794,740468,118651,336448,696771,30597,63735,980074,122110,0
461511,602122,656358,506059,919258,327021,212356,48627,412859,746968,964996,165977,0
802532,174118,417138,455365,737572,607641,796048,463494,624404,798323,605616,558154,0
803228,211674,212518,324829,400773,479457,518985,686890,902039,624558,224220,563007,0
471813,113330,181776,231177,892156,281375,378005,74198,562428,368002,867450,929813,0
842332,309160,653686,155875,795632,125977,348585,651400,448328,705130,766510,199479,0
854056,395936,588784,878408,177309,861240,475105,900191,820329,535667,63610,139200,0
100457,126418,139800,759784,362435,651341,626829,448970,114818,972802,897769,244177,0
887204,20166,397386,436497,882508,517295,249883,278256,553710,586513,16463,324458,0
582205,94366,509764,349101,219363,338433,443987,124856,338976,773948,494321,437585,0
857150,537574,891901,788992,145339,41039,328923,196614,838486,883727,358068,2116,0
25867,572192,319970,742176,644349,694249,354351,866507,768340,188910,613408,220753,0
721081,985829,624502,519455,708691,820468,70223,477588,502127,263238,494213,742791,0
281475,219328,364368,417805,729791,382113,520329,541458,653285,423236,334693,719733,0
363187,504578,991831,207341,520699,233003,849958,438170,432941,295023,591676,856707,0
369905,462020,736857,53143,625417,54761,13681,171870,945824,732492,662274,517347,0
971094,425692,348372,699513,183381,731296,494717,170416,267013,848508,242213,642244,0
621461,408624,747447,240413,74609,975390,294479,782797,247291,188127,763624,355013,0
229747,793651,513000,798382,236547,419801,556379,400319,642818,740719,268508,849559,0
717141,362334,716856,449867,499997,155205,332935,531107,539974,976695,673720,810222,0
433611,390052,405842,817952,445017,596023,137789,596997,131666,877687,394149,729244,0
721165,325402,686802,435729,40737,633901,361279,275553,556694,410594,675039,111755,0
298035,96848,986743,674613,335177,281057,974848,856042,702480,680135,184806,571622,0
484613,295032,608802,362009,668855,564871,564839,406689,724484,974184,479496,999284,0
48629,908985,254774,713885,273697,460277,759212,327691,234472,726651,198985,188476,0
213065,182092,705712,715879,704823,370781,655447,861608,959107,271527,869130,588603,0
974140,147086,643086,518429,408835,561969,436787,218441,889420,214188,234236,293564,0
509007,684664,297144,660957,527527,486755,34217,512297,442567,724460,817941,648291,0
831996,390670,859335,176619,705335,352431,704481,791078,323109,964767,671793,995367,0
740872,508214,495830,259239,817702,169581,106319,620179,379943,903989,876652,229857,0
765686,482596,369192,211717,707101,527013,65033,708541,143593,987168,278296,745453,0
289519,926201,907699,211075,648753,225295,831904,69633,18351,45797,25446,529847,0
337659,126228,695950,823418,404973,775138,342661,532673,477815,504601,454513,327010,0
489943,969659,784011,532475,356877,805462,405939,375891,553579,851712,639291,587481,0
709861,622888,333787,689498,157360,597352,632732,385774,410296,725324,678294,108944,1
554899,468296,358089,718654,755437,572792,839551,528778,323452,506600,980505,729231,0
163843,762549,121633,411336,89542,687838,698910,678072,655438,913447,974182,267706,0
213535,985097,967838,763275,19220,395418,685422,73440,775065,825591,34331,480513,0
447005,360876,517103,813063,353762,551234,948995,439650,771781,751646,766175,658722,0
783208,372440,839280,51980,744541,987331,757701,628148,567760,941656,991765,190813,0
952168,113800,684279,564208,879551,241522,683402,503878,706914,766964,66931,882229,0
116435,679176,938074,911319,372414,948981,167950,138046,581252,15147,648965,354055,0
511133,200652,207025,39330,370592,698078,223878,94934,191979,244852,579762,950939,0
64249,218116,429033,806601,533564,345310,538016,703498,155255,135292,129008,25101,0
51661,115888,632141,125116,702690,692074,48672,911737,485997,11312,852868,249620,0
941488,334372,196127,28524,500598,720272,37192,373172,332913,335544,989780,426515,0
875496,550246,362731,216824,287770,900113,591048,168892,994694,661741,424296,63254,0
66549,206976,1129,896533,244072,197230,787323,299034,429455,91255,813511,146927,0
29321,222328,691229,990803,666920,440818,249284,411662,134233,314607,54541,59548,0
282495,632592,625477,452292,745225,966269,548866,878587,430971,27367,784668,725555,0
776022,994491,828348,666752,75152,602606,802915,419509,438774,969481,225018,72148,0
614119,149536,748574,742173,161118,888477,429050,896226,440082,599430,401540,215091,0
170407,14692,575757,29824,853547,336120,540066,50903,647452,83126,418655,12694,0
952630,573976,28113,218086,50168,667450,286376,152941,862103,867889,428667,222111,0
894602,883787,825366,511958,461592,911551,175604,29163,613930,668649,141188,616640,0
437711,613388,283849,976269,22264,485196,133238,211715,693534,468653,69538,398299,0
505153,679992,301675,223534,554412,782265,434156,423577,109148,61779,550307,545070,0
301781,541842,268047,993377,187452,655980,195940,202701,204170,588327,482863,102927,0
345143,101296,385491,376828,806809,106122,110364,681847,284469,39182,603546,935187,0
146923,56446,304969,613734,319066,400776,460510,930216,133191,272790,630670,607843,0
789062,746997,264933,837735,614224,636404,955837,46947,679837,163518,175159,821021,0
572769,31232,893768,563660,86312,184850,697528,580543,763116,959877,549815,453525,0
316695,929825,664435,525042,647810,44172,767083,683227,320881,832666,433418,385044,0
25415,19424,309593,687786,289642,478876,37290,757160,168755,880858,838019,383199,0
574305,400924,48647,759021,905315,785899,996815,726209,736800,975194,289755,337530,0
595765,125262,86667,810519,689816,455026,942813,12561,625949,371713,484715,503429,0
280281,6998,410649,245130,723416,441290,538619,945773,179884,575738,138410,273166,0
811840,852709,589921,450780,837083,695062,642161,733969,128860,316706,374372,528743,0
911436,323010,857414,554554,502334,668842,560891,88606,186316,511602,10241,387262,0
110613,145530,964372,663490,561232,994323,533445,47708,623396,892575,695855,149993,0
844328,772319,847246,98440,251340,240490,957856,637978,312534,599291,607980,954417,0
96399,740379,573039,284658,822035,504262,463313,290030,869741,357687,531420,106247,0
332251,616300,695139,313008,967609,275882,120445,464624,91040,297307,289655,268524,0
497119,644992,926064,642692,958639,505820,282503,834201,157106,652979,443925,976780,0
821248,554766,719307,770409,66518,258264,481493,577966,673435,192362,12896,718824,0
668889,649610,535229,217508,239278,842971,76905,857609,629455,111036,820091,580151,0
756284,858291,681595,534332,2944,198010,908288,845805,957890,990471,474699,879197,0
964276,836637,335617,634200,132680,237826,403325,421280,317395,655222,690851,727219,0
964440,202158,134861,716950,742779,339182,149587,75558,369075,387565,443690,403914,0
573615,165610,545625,821515,717634,269588,637915,384208,367187,973074,732069,596083,0
193673,42976,413397,226368,525056,302834,392865,333486,729381,259301,586577,196250,0
386159,709308,841222,687246,709452,336284,520851,375628,624037,654093,383433,25603,0
912000,387250,556885,882843,746259,82278,933442,963948,720232,681318,637072,662192,0
398003,48268,514747,948021,10764,300662,567093,737294,842121,85230,291658,154211,0
182653,334700,860552,942063,695480,728472,309585,288201,23206,423850,847542,66186,0
810852,929663,510865,406572,911737,562158,712953,441995,460848,624444,693913,152647,0
767806,336558,759878,475164,279534,638104,800246,558383,754471,878052,736519,466162,0
320565,417064,847432,290796,511212,405830,674793,209437,976033,175953,841887,508007,0
798184,324110,538453,765063,490456,90606,813248,605571,632668,914750,519513,9272,0
955546,365340,866860,44940,215102,131862,227549,779998,883939,326867,178567,332989,0
532303,910563,181157,644934,425264,924859,664427,43553,7287,282468,290888,924087,0
507399,324552,12107,367382,546196,232168,940938,371837,204167,363848,435846,189899,0
375711,697864,152037,21956,177784,41592,112427,349053,521655,289588,399043,335288,0
116579,468800,846796,543404,107054,471252,825182,288333,598275,107384,737004,295193,0
979548,891325,737158,623362,671216,685706,265423,390185,410151,874456,344218,398698,0
937462,108334,583063,896281,497732,104438,686969,958922,167785,938688,977177,70991,0
155661,771171,83699,933693,968713,38502,730033,15733,573257,728177,327765,245958,0
94623,242004,305221,640886,311760,592254,541975,678529,828084,702629,920356,413533,0
701501,960947,289319,3404,907757,779256,993727,323802,221056,428164,158552,392500,0
536919,211470,216941,373018,990287,669239,116740,580544,69658,988845,222168,432123,0
248613,858577,753038,480760,598368,893796,884205,357204,513446,567132,515641,671990,0
770418,606902,172043,137210,275264,357727,617966,799997,531382,916987,879954,214799,0
989582,916191,471153,613722,279144,939888,646408,630566,266448,985502,236164,864937,0
244885,896711,910024,11550,151298,227515,341732,543574,363012,525143,220360,667023,0
850860,821099,232359,91216,744407,579437,740237,131126,257138,458997,883448,870155,0
598689,355220,299645,794801,516296,317233,209500,935109,729590,169131,40617,371743,0
916520,678336,407629,756875,349900,973682,776493,639030,602031,42908,746885,411842,0
197193,192996,207329,263570,179132,624819,960377,585052,523159,187020,885331,208427,0
32033,279602,365501,798931,201822,809508,266852,334048,187731,189184,919804,849647,0
74109,657184,674479,399188,235862,358673,470122,840993,772314,987603,171003,82781,0
947246,204772,399813,379956,681488,120289,216008,333702,26869,761634,885951,480992,0
687825,962687,452327,149836,703762,403023,129182,60070,253951,435855,129882,711441,0
802370,58322,72321,251864,960301,487469,886469,147234,856646,66613,261279,758743,0
850404,400982,218029,738983,80942,135459,127434,543614,743980,738340,343313,858096,0
61465,593304,91305,141996,543840,375987,415488,114039,822263,753285,548490,318406,0
84859,453262,636475,993741,356966,679333,921291,925318,741965,377590,387784,235051,0
265357,235284,241089,294140,266128,291975,839745,692683,895685,722726,878836,75808,0
403735,952821,577287,779291,439032,282611,757265,675851,285716,960199,169561,156229,0
444313,490224,829158,85838,228040,314265,556972,79833,615884,168125,808945,283832,0
424461,289250,487675,794523,866947,129031,312856,384049,412420,714877,213004,823632,0
471303,330148,256279,588442,643522,142681,877977,767954,258462,20611,575027,778909,0
519159,148448,265931,236192,800853,159891,30700,878204,289688,485151,574423,132233,0
302153,440874,342607,185684,351224,535307,849259,325475,669581,491518,776667,827781,0
690273,766671,893816,725304,305270,191967,101674,187389,711129,582744,956467,789398,0
424921,714268,741718,554932,420420,168283,645672,860828,124271,871175,747970,33104,0
294035,233130,900880,782041,811285,848602,342542,713083,461291,810459,979062,631985,0
342655,566578,838524,478884,909709,881386,53822,851484,126265,611887,787439,525662,0
719893,593906,140825,271858,714646,356221,440058,331063,241335,489271,945963,367591,0
274167,577740,37809,75488,786971,979532,618688,127777,767228,249407,379641,439500,0
264847,478418,254785,330852,776525,93343,863559,875722,411171,518141,63881,19707,0
926654,241654,774942,157874,429920,533693,16521,826879,318500,792265,146452,309040,0
689011,131232,131833,655944,37620,540527,395219,153516,843969,977429,78066,55813,0
585683,130934,357073,768531,191608,793364,97217,607962,153476,173060,984726,534664,0
358739,170654,621865,991171,2752,574893,529825,406920,516328,527846,815934,250337,0
709027,857711,675405,274210,796477,544635,274441,131370,729018,702625,122524,920783,0
132335,334844,828424,2102,413316,533971,804462,504738,7838,177373,469854,333917,0
53607,725530,959826,747903,256280,123091,657095,807241,942375,656015,973348,209742,0
564161,432178,283923,79428,217674,783652,43061,577064,850867,879952,402635,128609,0
887190,932295,718893,496818,465658,492655,308405,788863,262245,340008,670728,59774,0
455805,122796,738790,959861,264124,861618,628677,857805,601923,281130,148364,284577,0
806302,237196,39261,134034,215192,611175,116603,601884,66139,991617,179935,823295,0
778678,399956,940248,100298,376522,996852,663559,968411,955062,237960,627899,828024,0
966254,761509,255107,959767,112180,537967,504909,516496,733262,322335,416120,879823,0
184439,208084,412015,974671,580490,367049,949552,969457,781482,570383,796571,96167,0
81137,884349,930074,178264,51770,675831,558451,708966,314685,49087,502479,390842,0
949422,753293,8741,675950,927857,845620,799138,138674,201927,121715,893166,147639,0
103491,224112,654621,753053,418584,498061,572065,659583,806575,367920,18406,318040,0
958124,240234,460461,957349,227156,459713,660201,646707,566064,748997,465040,843448,0
860806,270720,293527,194972,217984,848092,131213,957018,660856,493812,994198,217500,0
605737,31120,659827,666036,503874,992086,115141,428755,138242,755909,94793,826078,0
360431,994813,912876,347346,162340,364395,363197,761280,364126,100661,499666,684828,0
579267,283188,18601,328200,455000,892940,14009,713645,535976,806276,940469,116149,0
473573,891489,82861,943617,604120,856324,363441,223531,332768,982246,32231,641862,0
898834,615572,489889,738945,138108,205101,643949,811700,886003,596863,515047,621313,0
773612,193648,430165,194740,596050,651869,2847,448465,953822,499248,944755,106298,0
375779,853055,275091,69188,785605,785794,13365,493807,470915,577342,241866,416757,0
444469,290358,315077,850487,187318,661567,231861,970512,967836,137524,216053,444536,0
535363,459846,70707,677876,260060,536733,235637,752188,12755,639394,213731,825684,0
608215,113236,493169,854825,490550,110309,666585,21855,361227,440743,924105,710632,0
569343,771071,207421,604380,142656,708849,708219,353109,407825,197615,111126,220985,0
288623,777257,293157,332030,963919,931542,527723,452085,466307,146041,536897,865595,0
354787,619612,931218,40644,13024,65741,866188,13177,212045,480531,649891,432171,0
912254,280646,735474,968383,744548,589650,746781,536372,2678,180812,157870,106222,0
497869,748319,121171,961457,346509,637650,692152,544690,766597,601184,577566,912520,0
75221,394554,228771,179968,861354,279660,481650,332124,179888,883187,354307,636120,0
116019,195256,727613,444914,681551,514582,325640,17326,221458,208076,923974,873028,0
576833,134718,721535,205242,287981,74142,373990,333852,736725,969744,779837,243506,0
771306,687854,520753,931421,673347,666474,996531,404836,563778,957250,577208,133813,0
425067,543816,150569,398396,443549,896675,36660,11122,646162,849578,947108,72180,0
830408,856109,145539,70902,708735,973217,391122,321318,595336,573121,164399,972312,0
321407,738109,435229,446384,992042,508358,701462,334108,509685,904989,275766,861343,0
799878,843293,129459,244564,218487,212480,794595,305198,816720,748519,994399,711391,0
566683,816907,914806,864701,321207,333966,579728,915303,182399,534092,566247,943695,0
254439,356166,650889,822855,257625,318982,661708,822305,248189,654970,314269,967426,0
758348,431824,763032,436610,275945,178784,952337,493834,538355,353795,508408,80888,0
31019,254744,690055,872389,231645,71326,951985,925837,897438,414069,435532,773790,0
513827,520960,486003,77614,943332,378008,963399,586086,631911,998276,904572,833061,0
760828,859051,626723,201440,722617,33566,188776,358138,5979,779210,320187,663023,0
586449,177312,518449,558348,452803,331612,290396,816506,253830,291762,862523,374332,0
689807,106230,111877,101060,432989,861721,839517,798960,227214,289402,751719,530187,0
53341,624172,295237,418682,163495,915799,178164,300423,119198,308304,754288,266944,0
546389,211868,330049,578464,624263,87300,810239,720825,327116,350808,371561,859828,0
455791,895229,345715,6440,509763,686364,524036,341861,840867,516943,836027,437860,0
266605,167186,588577,783795,683359,663122,134820,747010,665636,137175,675608,537637,0
24015,536266,769952,674760,751870,444160,867927,36567,437924,81359,653951,460270,0
73335,527736,723185,522128,887420,551874,674606,319569,116884,80235,912694,917058,0
567493,459478,106719,397124,100317,387180,696088,393811,16695,521616,535262,995565,0
30355,796851,222397,827827,972330,339624,529012,294927,179297,299110,191744,353239,0
520271,866899,617613,582340,346085,122310,691382,1215,263451,187182,686429,797939,0
891768,520240,567669,673574,932426,740591,398002,525401,442697,694364,660381,31899,0
734592,575890,385739,365162,961680,832681,867805,747388,616509,301275,797459,435144,0
29417,492666,642533,155408,182555,997577,96986,593019,409383,424271,421462,877270,0
869444,941369,327357,499794,745466,322656,564814,268625,353051,464297,258681,425934,0
523131,809691,247943,574290,420145,525822,266780,551329,900376,216917,496077,540301,0
124621,315028,42865,926289,416495,5998,213037,772121,352074,953351,414872,687242,0
411673,879611,821970,371294,365405,3402,997870,922429,370602,134016,773941,13703,0
977790,72522,945100,274882,140629,18098,53813,461996,921081,9950,745842,444446,0
957338,775823,574595,169748,511705,961881,914294,778455,364522,341148,301549,64293,0
862004,154626,872980,757663,465013,965647,524761,877775,115962,390721,555030,200526,0
613019,348574,416013,418740,606289,974997,211137,999459,272450,36383,137102,604793,0
149539,53720,167697,426778,528049,858919,755394,61006,629976,394439,851136,761987,0
465409,641974,319101,660764,930120,121220,30445,215742,509308,971556,146311,549563,0
2655,885839,475527,754287,491619,30460,31105,768949,782900,697080,578148,899325,0
514163,535554,166147,141756,550893,204588,952096,454926,254895,460926,424264,688691,0
878970,2020,384357,173408,54107,497480,645817,796489,690539,26654,569949,655196,0
105273,790725,233915,859879,37697,792595,969360,322290,657557,393744,450511,761680,0
659003,667478,298079,518124,673387,131974,377877,703792,984960,671335,687054,966549,0
3803,958079,294277,73258,360211,21400,111233,42258,103751,75847,269640,100675,0
621703,196678,232587,22,545339,930183,659713,224864,444289,34357,323937,488118,0
68349,23210,51697,894463,328053,970243,855008,374864,862676,562687,421479,49781,0
